1,126856,35988,
1,126846,35998,
2,126859,35982,
1,126836,36000,
2,126885,35983,
1,126847,35991,
1,126819,35998,
1,126876,35987,
2,126841,35990,
1,126834,35987,
2,126852,35999,
1,126832,35991,
2,126894,35994,
2,126862,35982,
1,126895,35994,
1,126833,36000,
1,126884,36001,
1,126829,35998,
1,126849,35988,
1,126878,35991,
2,126881,36001,
2,126853,35996,
2,126851,36001,
1,126897,35997,
1,126803,35995,
1,126807,35990,
1,126888,35986,
2,126839,35991,
1,126879,35991,
1,126825,36001,
1,126818,35990,
1,126883,36001,
1,126717,35992,
1,126891,35989,
1,126775,35994,
2,126875,35982,
1,126868,35999,
2,126889,35987,
2,126830,35998,
2,126865,35986,
1,126821,35996,
1,126854,35996,
1,126861,35997,
1,126886,35983,
1,126845,35997,
1,126762,35992,
1,126828,35997,
1,126831,35985,
1,126782,36001,
1,126835,35993,
2,126860,35999,
2,126809,36000,
2,126867,35990,
1,126896,35996,
1,126857,36001,
1,126855,35995,
2,126872,35996,
2,126843,35997,
1,126822,35997,
2,126892,35991,
1,126882,35996,
2,126877,35989,
2,126893,35992,
2,126750,35999,
2,126850,35990,
2,126858,35988,
1,126824,35994,
2,126820,35996,
1,126871,35981,
1,126823,36001,
1,126866,35990,
1,126848,35993,
1,126662,35991,
2,126880,35993,
2,126826,35985,
2,126874,35998,
1,126864,36001,
2,126756,35996,
1,126869,35993,
1,126799,35995,
1,126900,36000,
1,126898,35998,
1,126796,36001,
1,126837,35992,
1,126800,36000,
2,126844,35994,
1,126774,35995,
1,126827,35987,
2,126887,35985,
2,126840,35999,
1,126873,35987,
2,126890,35989,
2,126838,36001,
2,126863,35985,
2,126899,36000,
1,126833,36000,
1,126856,35988,
1,126859,36002,
1,126774,35995,
1,126857,36001,
2,126892,35991,
1,126861,35997,
2,126862,35982,
2,126889,35987,
2,126840,35999,
2,126890,35989,
2,126887,35985,
1,126821,35996,
2,126838,36001,
1,126824,35994,
2,126809,36000,
1,126873,35987,
1,126717,36002,
2,126874,35998,
2,126844,35994,
2,126750,35999,
2,126662,36002,
1,126898,35998,
2,126865,35986,
2,126860,35999,
2,126894,35994,
1,126848,35993,
1,126878,35991,
1,126895,35994,
1,126775,35994,
1,126818,35990,
1,126828,35997,
2,126839,36002,
1,126900,36000,
1,126819,35998,
1,126886,35983,
1,126883,36001,
1,126825,36001,
2,126893,35992,
1,126884,36001,
1,126807,35990,
1,126762,35992,
2,126885,35983,
1,126837,35992,
2,126830,35998,
1,126869,35993,
1,126836,36000,
2,126852,35999,
2,126863,35985,
1,126796,36001,
1,126864,36001,
1,126882,35996,
1,126849,35988,
1,126845,35997,
1,126829,35998,
1,126846,35998,
2,126820,35996,
1,126876,35987,
2,126841,36002,
1,126868,35999,
2,126872,35996,
1,126891,35989,
2,126881,36001,
1,126847,35991,
2,126867,35990,
2,126875,35982,
2,126843,35997,
1,126866,35990,
1,126822,35997,
1,126782,36001,
1,126834,35987,
1,126854,35996,
2,126901,36002,
1,126800,36000,
2,126880,35993,
1,126835,35993,
1,126879,35991,
1,126823,36001,
1,126799,35995,
2,126877,35989,
1,126896,35996,
2,126851,36001,
1,126832,35991,
2,126899,36000,
1,126897,35997,
1,126888,35986,
1,126871,35981,
1,126831,35985,
2,126826,35985,
2,126858,35988,
1,126855,35995,
1,126827,35987,
2,126756,35996,
2,126853,35996,
1,126803,35995,
2,126850,35990,
1,126846,35998,
2,126841,36002,
2,126852,35999,
1,126898,35998,
2,126874,35998,
2,126662,36002,
2,126858,35988,
1,126829,35998,
1,126835,35993,
2,126820,35996,
1,126821,36003,
1,126871,35981,
1,126859,36002,
1,126847,35991,
1,126878,35991,
2,126877,35989,
2,126839,36002,
2,126809,36000,
2,126901,36002,
2,126826,35985,
1,126824,35994,
2,126831,36003,
1,126861,35997,
1,126775,36003,
1,126876,35987,
1,126796,36001,
1,126849,35988,
1,126807,35990,
2,126890,35989,
2,126860,35999,
1,126895,35994,
1,126854,35996,
1,126825,36001,
1,126856,35988,
1,126818,35990,
2,126850,35990,
1,126799,35995,
2,126881,36001,
2,126880,35993,
1,126823,36001,
1,126717,36002,
1,126762,35992,
2,126750,35999,
2,126872,35996,
2,126851,36001,
2,126899,36000,
1,126832,35991,
1,126828,35997,
1,126866,35990,
1,126855,35995,
2,126863,35985,
1,126902,36003,
2,126862,35982,
2,126756,35996,
2,126844,35994,
1,126884,36001,
1,126875,36003,
1,126900,36000,
1,126887,36003,
1,126800,36000,
2,126889,35987,
1,126834,35987,
1,126782,36001,
1,126827,35987,
1,126869,35993,
1,126848,35993,
2,126830,35998,
2,126838,36001,
1,126803,35995,
1,126888,35986,
2,126885,35983,
1,126857,36001,
2,126893,35992,
1,126891,35989,
1,126897,35997,
2,126853,35996,
1,126837,35992,
2,126865,35986,
1,126833,36000,
1,126882,35996,
1,126879,35991,
1,126886,35983,
1,126868,35999,
2,126840,35999,
2,126892,35991,
1,126845,35997,
1,126822,35997,
1,126883,36001,
1,126836,36000,
2,126894,35994,
1,126774,35995,
1,126873,35987,
1,126864,36001,
1,126896,35996,
1,126819,35998,
2,126843,35997,
2,126867,35990,
1,126873,35987,
2,126826,35985,
1,126824,35994,
1,126833,36000,
1,126828,35997,
2,126843,35997,
1,126782,36001,
1,126886,35983,
1,126825,36001,
2,126892,35991,
1,126888,35986,
1,126900,36000,
1,126871,35981,
1,126903,36004,
2,126874,35998,
2,126872,35996,
2,126853,35996,
1,126854,35996,
1,126775,36003,
1,126800,36000,
1,126866,35990,
1,126827,35987,
1,126875,36003,
2,126838,36001,
2,126867,35990,
2,126901,36002,
1,126895,35994,
1,126876,35987,
1,126837,35992,
1,126864,36001,
2,126750,35999,
1,126762,35992,
2,126756,35996,
2,126880,35993,
1,126847,35991,
2,126863,35985,
2,126877,35989,
1,126883,36001,
1,126774,35995,
1,126869,35993,
2,126885,35983,
1,126884,36001,
2,126890,35989,
2,126862,35982,
2,126881,36001,
2,126851,36001,
1,126857,36001,
1,126835,35993,
1,126799,35995,
2,126889,35987,
1,126846,35998,
1,126887,36003,
1,126819,35998,
2,126820,36004,
1,126836,36000,
1,126902,36003,
2,126860,35999,
1,126834,35987,
1,126829,35998,
1,126891,35989,
1,126897,35997,
1,126896,35996,
1,126856,35988,
1,126849,36004,
1,126848,35993,
2,126840,35999,
1,126803,36004,
2,126839,36002,
2,126850,35990,
2,126899,36000,
1,126859,36002,
1,126807,35990,
2,126841,36002,
2,126893,35992,
1,126832,35991,
